id,code,section,name,main,sub,type,cat.scale,cat.ref,cat.ord,cont.mean,cont.sd,category.personal_stakes,category.threat_appraisal,category.coping_appraisal,category.control,category.adaptation,question.main,question.sub
145,D33,D,ACCAssistance_B,ACCAssistance,B,categorical,l,Neutral,TRUE,,,0,0,1,0,0,What assistance would you need to adapt to climate change in your woodlots?,Better access to information or training
146,D34,D,ACCAssistance_C,ACCAssistance,C,categorical,l,Neutral,TRUE,,,0,0,1,0,0,What assistance would you need to adapt to climate change in your woodlots?,Better access to the assistance of forest advisors (engineers or technicians)
147,D35,D,ACCAssistance_D,ACCAssistance,D,categorical,l,Neutral,TRUE,,,0,0,1,0,0,What assistance would you need to adapt to climate change in your woodlots?,Increased public awareness on forests and climate change
148,D36,D,ACCAssistance_E,ACCAssistance,E,categorical,l,Neutral,TRUE,,,0,1,0,0,0,What assistance would you need to adapt to climate change in your woodlots?,Vulnerability diagnosis
149,D37,D,commentsD,commentsD,"",qualitative,,,,,,,,,,,"If you would like to, please detail the answers to the previous questions (potential changes of your forest management, climate change, etc)",""
150,C01,C,climateKnower_A,climateKnower,A,categorical,i,Neutral,TRUE,,,0,1,0,0,0,How much do you agree with the following statements?,The climate is currently changing all over the world
151,C02,C,climateKnower_B,climateKnower,B,categorical,i,Neutral,TRUE,,,0,1,0,0,0,How much do you agree with the following statements?,"Human activities (for instance, deforestation) do not contribute to climate change"
152,C03,C,climateKnower_C,climateKnower,C,categorical,i,Neutral,TRUE,,,0,1,0,0,0,How much do you agree with the following statements?,"If we were to stop burning fossil fuels (oil, gas), climate change would stop almost immediately"
153,C04,C,climateKnower_D,climateKnower,D,categorical,i,Neutral,TRUE,,,0,1,0,0,0,How much do you agree with the following statements?,Climate change will cause more droughts in some places and greater precipitation in others
154,C05,C,climateExperience_SQ001,climateExperience,SQ001,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,Prolonged droughts/Heatwaves
155,C06,C,climateExperience_SQ002,climateExperience,SQ002,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,Extreme cold temperatures
156,C07,C,climateExperience_SQ003,climateExperience,SQ003,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,Freezing rain
157,C08,C,climateExperience_SQ004,climateExperience,SQ004,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,Extreme precipitations
158,C09,C,climateExperience_SQ005,climateExperience,SQ005,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,Wind storms
159,C10,C,climateExperience_SQ006,climateExperience,SQ006,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,Wildfires
160,C11,C,climateExperience_SQ007,climateExperience,SQ007,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,"Insects, pests and pathogen outbreaks"
161,C12,C,climateExperience_SQ008,climateExperience,SQ008,categorical,a,No,FALSE,,,0,1,0,0,0,Which of the following events have you already witnessed in your woodlots?,None of the above
162,C13,C,climateExperience_other,climateExperience,other,qualitative,,,,,,,,,,,Which of the following events have you already witnessed in your woodlots?,Other
163,C14,C,CCExperience,CCExperience,"",categorical,m,Neither agree or disagree,TRUE,,,0,1,0,0,0,Do you think that climate change is to blame for one or more of these events?,""
164,C15,C,CCImpacts_SQ002,CCImpacts,SQ002,categorical,n,Neutral,TRUE,,,0,1,0,0,0,Do you think that the following changes will happen on your woodlots?,Changes in tree species composition
165,C16,C,CCImpacts_SQ003,CCImpacts,SQ003,categorical,n,Neutral,TRUE,,,0,1,0,0,0,Do you think that the following changes will happen on your woodlots?,Increase in tree growth
166,C17,C,CCImpacts_SQ004,CCImpacts,SQ004,categorical,n,Neutral,TRUE,,,0,1,0,0,0,Do you think that the following changes will happen on your woodlots?,Decrease in tree growth
167,C18,C,CCImpacts_SQ005,CCImpacts,SQ005,categorical,n,Neutral,TRUE,,,0,1,0,0,0,Do you think that the following changes will happen on your woodlots?,Changes in soil fertility
168,C19,C,CCImpacts_SQ006,CCImpacts,SQ006,categorical,n,Neutral,TRUE,,,0,1,0,0,0,Do you think that the following changes will happen on your woodlots?,Increase in tree mortality
169,C20,C,CCWhen,CCWhen,"",categorical,o,In more than 50 years,FALSE,,,0,1,0,0,0,"In your opinion, when will the first impacts of climate change become apparent in your woodlots?",""
170,C21,C,CCWhen_other,CCWhen,other,qualitative,,,,,,,,,,,"In your opinion, when will the first impacts of climate change become apparent in your woodlots? ",Other
171,C22,C,CCSurface,CCSurface,"",continuous,,,,51.6240875912409,34.3931608046558,0,1,0,0,0,"In your opinion, what percentage of your woodlots will be affected by the first impacts of climate change?",""
172,C23,C,commentsC,commentsC,"",qualitative,,,,,,,,,,,"If you would like to, please detail the answers to the previous questions (your views on and experiences of climate change)",""
173,E01,E,ACCLeadership_SQ001,ACCLeadership,SQ001,categorical,a,No,FALSE,,,0,0,1,0,0,Who do you think should lead the way in implementing climate change adaptations?,Private forest owners
174,E02,E,ACCLeadership_SQ002,ACCLeadership,SQ002,categorical,a,No,FALSE,,,0,0,1,0,0,Who do you think should lead the way in implementing climate change adaptations?,Environmental organizations/NGOs
175,E03,E,ACCLeadership_SQ003,ACCLeadership,SQ003,categorical,a,No,FALSE,,,0,0,1,0,0,Who do you think should lead the way in implementing climate change adaptations?,"Forest professionals (eg, forest engineer, logging contractor services, etc)"
176,E04,E,ACCLeadership_SQ004,ACCLeadership,SQ004,categorical,a,No,FALSE,,,0,0,1,0,0,Who do you think should lead the way in implementing climate change adaptations?,Officials of the provincial ministry in charge of forests
177,E05,E,ACCLeadership_SQ005,ACCLeadership,SQ005,categorical,a,No,FALSE,,,0,0,1,0,0,Who do you think should lead the way in implementing climate change adaptations?,Forest certification organizations
178,E06,E,ACCLeadership_other,ACCLeadership,other,qualitative,,,,,,,,,,,Who do you think should lead the way in implementing climate change adaptations?,Other
179,E07,E,ACCSocial_A1,ACCSocial,A1,categorical,m,Neither agree or disagree,TRUE,,,1,0,1,0,0,How much do you agree with the following statements?,"To reduce the risk that my woodlots may suffer from climate change, I would accept restrictions or requirements on harvesting timber on my woodlots"
180,E08,E,ACCSocial_A2,ACCSocial,A2,categorical,m,Neither agree or disagree,TRUE,,,1,0,1,0,0,How much do you agree with the following statements?,"To reduce the risk that my woodlots may suffer from climate change, I would be willing to come together with other forest owners in order to manage our woodlots together"
181,E09,E,ACCSocial_A3,ACCSocial,A3,categorical,m,Neither agree or disagree,TRUE,,,1,0,1,0,0,How much do you agree with the following statements?,Regulations are important to adapt private forests to climate change
182,E10,E,ACCSocial_A6,ACCSocial,A6,categorical,m,Neither agree or disagree,TRUE,,,1,0,1,0,0,How much do you agree with the following statements?,Voluntary programs are important to adapt private forests to climate change
183,E11,E,ACCSocial_A4,ACCSocial,A4,categorical,m,Neither agree or disagree,TRUE,,,1,0,0,0,0,How much do you agree with the following statements?,I feel that people close to me expect me to change my management practices to adapt to climate change
184,E12,E,ACCSocial_A5,ACCSocial,A5,categorical,m,Neither agree or disagree,TRUE,,,1,0,0,0,0,How much do you agree with the following statements?,"Seeing other forest owners change their forestry practices to adapt to climate change motivates me to do so, too"
185,E13,E,commentsE,commentsE,"",qualitative,,,,,,,,,,,"If you would like to, please detail the answers to the previous questions (who should lead the way, what you would accept to reduce risks, …)",""
186,F01,F,surveySource_SQ002,surveySource,SQ002,categorical,a,No,FALSE,,,0,0,0,1,0,How did you find out about this questionnaire?,Facebook
187,F02,F,surveySource_SQ002comment,surveySource,SQ002comment,qualitative,,,,,,,,,,,How did you find out about this questionnaire?,FacebookComment
188,F03,F,surveySource_SQ003,surveySource,SQ003,categorical,a,No,FALSE,,,0,0,0,1,0,How did you find out about this questionnaire?,Twitter
189,F04,F,surveySource_SQ003comment,surveySource,SQ003comment,qualitative,,,,,,,,,,,How did you find out about this questionnaire?,TwitterComment
190,F05,F,surveySource_SQ004,surveySource,SQ004,categorical,a,No,FALSE,,,0,0,0,1,0,How did you find out about this questionnaire?,Newsletter
191,F06,F,surveySource_SQ004comment,surveySource,SQ004comment,qualitative,,,,,,,,,,,How did you find out about this questionnaire?,NewsletterComment
192,F07,F,surveySource_SQ005,surveySource,SQ005,categorical,a,No,FALSE,,,0,0,0,1,0,How did you find out about this questionnaire?,A friend
193,F08,F,surveySource_SQ005comment,surveySource,SQ005comment,qualitative,,,,,,,,,,,How did you find out about this questionnaire?,A friendComment
194,F09,F,surveySource_other,surveySource,other,qualitative,,,,,,,,,,,How did you find out about this questionnaire?,Other
195,F10,F,surveySource_othercomment,surveySource,othercomment,qualitative,,,,,,,,,,,How did you find out about this questionnaire?,Other comment
196,F11,F,age,age,"",categorical,p,60-69 years old,FALSE,,,0,0,0,1,0,What is your age?,""
197,F12,F,gender,gender,"",categorical,q,Male,FALSE,,,0,0,0,1,0,What gender do you identify with?,""
198,F13,F,gender_other,gender,other,qualitative,,,,,,,,,,,What gender do you identify with?,Other
199,F14,F,autochtonous,autochtonous,"",categorical,r,No,FALSE,,,0,0,0,1,0,"Do you identify as First Nation, Métis or Inuit?",""
200,F15,F,woodlotMoney,woodlotMoney,"",categorical,s,1 to 10 %,FALSE,,,1,0,0,0,0,"On average, how much of your annual family income comes from your woodlots?",""
201,F16,F,education,education,"",categorical,t,University degree or equivalent,FALSE,,,0,0,0,1,0,What is the highest level of education you have completed?,""
202,F17,F,education_other,education,other,qualitative,,,,,,,,,,,What is the highest level of education you have completed?,Other
203,F18,F,professionalForester,professionalForester,"",categorical,a,No,FALSE,,,0,0,0,1,0,"Do you have a degree related to forestry (forester, technician, engineer, etc)?",""
204,F19,F,job,job,"",categorical,u,Retired,FALSE,,,0,0,0,1,0,Which professional category best describes you?,""
205,F20,F,job_other,job,other,qualitative,,,,,,,,,,,Which professional category best describes you?,Other
206,F21,F,woodlotVisit,woodlotVisit,"",categorical,v,Every week,FALSE,,,1,0,0,0,0,How often do you visit at least one of your woodlots?,""
207,F22,F,woodlotVisit_other,woodlotVisit,other,qualitative,,,,,,,,,,,How often do you visit at least one of your woodlots?,Other
208,F23,F,commentsFinal,commentsFinal,"",qualitative,,,,,,,,,,,"",""
