id,name,main,sub,type,category.personal_stakes,category.threat_appraisal,category.coping_appraisal,category.control,category.adaptation,question.main,question.sub
179,ACCSocial_A1,ACCSocial,A1,categorical,1,0,1,0,0,How much do you agree with the following statements?,"To reduce the risk that my woodlots may suffer from climate change, I would accept restrictions or requirements on harvesting timber on my woodlots"
180,ACCSocial_A2,ACCSocial,A2,categorical,1,0,1,0,0,How much do you agree with the following statements?,"To reduce the risk that my woodlots may suffer from climate change, I would be willing to come together with other forest owners in order to manage our woodlots together"
181,ACCSocial_A3,ACCSocial,A3,categorical,1,0,1,0,0,How much do you agree with the following statements?,Regulations are important to adapt private forests to climate change
182,ACCSocial_A6,ACCSocial,A6,categorical,1,0,1,0,0,How much do you agree with the following statements?,Voluntary programs are important to adapt private forests to climate change
183,ACCSocial_A4,ACCSocial,A4,categorical,1,0,0,0,0,How much do you agree with the following statements?,I feel that people close to me expect me to change my management practices to adapt to climate change
184,ACCSocial_A5,ACCSocial,A5,categorical,1,0,0,0,0,How much do you agree with the following statements?,"Seeing other forest owners change their forestry practices to adapt to climate change motivates me to do so, too"
185,commentsE,commentsE,NA,qualitative,NA,NA,NA,NA,NA,"If you would like to, please detail the answers to the previous questions (who should lead the way, what you would accept to reduce risks, …)",
186,surveySource_SQ002,surveySource,SQ002,categorical,0,0,0,1,0,How did you find out about this questionnaire?,Facebook
187,surveySource_SQ002comment,surveySource,SQ002comment,qualitative,NA,NA,NA,NA,NA,How did you find out about this questionnaire?,FacebookComment
188,surveySource_SQ003,surveySource,SQ003,categorical,0,0,0,1,0,How did you find out about this questionnaire?,Twitter
189,surveySource_SQ003comment,surveySource,SQ003comment,qualitative,NA,NA,NA,NA,NA,How did you find out about this questionnaire?,TwitterComment
190,surveySource_SQ004,surveySource,SQ004,categorical,0,0,0,1,0,How did you find out about this questionnaire?,Newsletter
191,surveySource_SQ004comment,surveySource,SQ004comment,qualitative,NA,NA,NA,NA,NA,How did you find out about this questionnaire?,NewsletterComment
192,surveySource_SQ005,surveySource,SQ005,categorical,0,0,0,1,0,How did you find out about this questionnaire?,A friend
193,surveySource_SQ005comment,surveySource,SQ005comment,qualitative,NA,NA,NA,NA,NA,How did you find out about this questionnaire?,A friendComment
194,surveySource_other,surveySource,other,qualitative,NA,NA,NA,NA,NA,How did you find out about this questionnaire?,Other
195,surveySource_othercomment,surveySource,othercomment,qualitative,NA,NA,NA,NA,NA,How did you find out about this questionnaire?,Other comment
196,age,age,NA,categorical,0,0,0,1,0,What is your age?,
197,gender,gender,NA,categorical,0,0,0,1,0,What gender do you identify with?,
198,gender_other,gender,other,qualitative,NA,NA,NA,NA,NA,What gender do you identify with?,Other
199,autochtonous,autochtonous,NA,categorical,0,0,0,1,0,"Do you identify as First Nation, Métis or Inuit?",
200,woodlotMoney,woodlotMoney,NA,categorical,1,0,0,0,0,"On average, how much of your annual family income comes from your woodlots?",
201,education,education,NA,categorical,0,0,0,1,0,What is the highest level of education you have completed?,
202,education_other,education,other,qualitative,NA,NA,NA,NA,NA,What is the highest level of education you have completed?,Other
203,professionalForester,professionalForester,NA,categorical,0,0,0,1,0,"Do you have a degree related to forestry (forester, technician, engineer, etc)?",
204,job,job,NA,categorical,0,0,0,1,0,Which professional category best describes you?,
205,job_other,job,other,qualitative,NA,NA,NA,NA,NA,Which professional category best describes you?,Other
206,woodlotVisit,woodlotVisit,NA,categorical,1,0,0,0,0,How often do you visit at least one of your woodlots?,
207,woodlotVisit_other,woodlotVisit,other,qualitative,NA,NA,NA,NA,NA,How often do you visit at least one of your woodlots?,Other
208,commentsFinal,commentsFinal,NA,qualitative,NA,NA,NA,NA,NA,,
